日期,最高气温,最低气温,天气,风向
2022-06-23 星期四 ,35℃,25℃,阴,西南风 3级
2022-06-24 星期五 ,34℃,26℃,小雨,南风 1级
2022-06-25 星期六 ,34℃,26℃,阴,西南风 3级
2022-06-26 星期日 ,35℃,27℃,阴,南风 3级
2022-06-27 星期一 ,34℃,20℃,晴,东南风 1级
2022-06-28 星期二 ,37℃,23℃,晴,西北风 3级
2022-06-29 星期三 ,34℃,26℃,小雨,东风 2级
2022-06-30 星期四 ,33℃,23℃,阴,东南风 2级
2022-07-01 星期五 ,32℃,25℃,晴,东南风 2级
2022-07-02 星期六 ,31℃,22℃,小雨,东风 2级
2022-07-03 星期日 ,34℃,27℃,多云,东北风 1级
2022-07-04 星期一 ,35℃,27℃,阴,东北风 2级
2022-07-05 星期二 ,36℃,28℃,多云,南风 2级
2022-07-06 星期三 ,32℃,22℃,晴,东风 2级
2022-07-07 星期四 ,34℃,23℃,晴,西南风 1级
2022-07-08 星期五 ,36℃,25℃,多云,东南风 3级
2022-07-09 星期六 ,37℃,29℃,多云,西南风 1级
2022-07-10 星期日 ,38℃,27℃,多云,西南风 2级
2022-07-11 星期一 ,27℃,21℃,阴,东北风 2级
2022-07-12 星期二 ,38℃,30℃,多云,东南风 1级
2022-07-13 星期三 ,26℃,23℃,多云,西南风 2级
2022-07-14 星期四 ,39℃,30℃,阴,西南风 2级
2022-07-15 星期五 ,39℃,30℃,多云,东风 2级
2022-07-16 星期六 ,38℃,30℃,多云,东北风 2级
2022-07-17 星期日 ,33℃,23℃,晴,东北风 2级
2022-07-18 星期一 ,35℃,26℃,小雨到大雨,北风 3级
2022-07-19 星期二 ,33℃,27℃,小雨到中雨,南风 2级
2022-07-20 星期三 ,37℃,29℃,多云,西南风 2级
2022-07-21 星期四 ,37℃,26℃,多云,东风 1级
2022-07-22 星期五 ,37℃,28℃,多云,东风 1级
2022-07-23 星期六 ,39℃,29℃,晴,东北风 2级
2022-07-24 星期日 ,38℃,27℃,晴,东风 2级
2022-07-25 星期一 ,30℃,22℃,阴,东北风 1级
2022-07-26 星期二 ,38℃,25℃,多云,东风 2级
2022-07-27 星期三 ,37℃,28℃,多云,北风 3级
2022-07-28 星期四 ,37℃,29℃,多云,西南风 2级
2022-07-29 星期五 ,36℃,27℃,晴,东北风 3级
2022-07-30 星期六 ,34℃,27℃,多云,东北风 1级
2022-07-31 星期日 ,32℃,24℃,晴,东北风 2级
2022-08-01 星期一 ,34℃,28℃,多云,东北风 1级
2022-08-02 星期二 ,36℃,28℃,阴,东南风 1级
2022-08-03 星期三 ,37℃,28℃,晴,南风 2级
2022-08-04 星期四 ,38℃,29℃,晴,南风 1级
2022-08-05 星期五 ,35℃,29℃,多云,东北风 2级
2022-08-06 星期六 ,37℃,27℃,暴雨,东风 3级
2022-08-07 星期日 ,38℃,27℃,晴,东南风 3级
2022-08-08 星期一 ,38℃,29℃,晴,南风 2级
2022-08-09 星期二 ,39℃,29℃,多云,南风 2级
2022-08-10 星期三 ,38℃,30℃,多云,东风 1级
2022-08-11 星期四 ,39℃,31℃,多云,东风 2级
2022-08-12 星期五 ,40℃,31℃,多云,西南风 1级
2022-08-13 星期六 ,39℃,29℃,晴,东风 2级
2022-08-14 星期日 ,40℃,31℃,多云,东风 1级
2022-08-15 星期一 ,41℃,31℃,多云,西风 1级
2022-08-16 星期二 ,40℃,30℃,多云,东北风 2级
2022-08-17 星期三 ,36℃,28℃,多云,南风 2级
2022-08-18 星期四 ,38℃,29℃,多云,东北风 1级
2022-08-19 星期五 ,40℃,30℃,多云,东北风 1级
2022-08-20 星期六 ,40℃,32℃,多云,北风 2级
2022-08-21 星期日 ,37℃,29℃,多云,东南风 2级
2022-08-22 星期一 ,40℃,30℃,多云,东北风 1级
2022-08-23 星期二 ,39℃,28℃,多云,东北风 4级
2022-08-24 星期三 ,31℃,27℃,多云,东北风 1级
2022-08-25 星期四 ,37℃,27℃,多云,西南风 2级
2022-08-26 星期五 ,36℃,26℃,暴雨,东北风 1级
2022-08-27 星期六 ,33℃,25℃,大雨,东北风 2级
2022-08-28 星期日 ,29℃,24℃,多云,东风 1级
2022-08-29 星期一 ,36℃,26℃,多云,西风 1级
2022-08-30 星期二 ,33℃,23℃,多云,西北风 4级
2022-08-31 星期三 ,31℃,24℃,雾,西北风 3级
2022-09-01 星期四 ,29℃,23℃,多云,西北风 2级
2022-09-02 星期五 ,26℃,22℃,多云,西北风 2级
2022-09-03 星期六 ,33℃,25℃,多云,西南风 2级
2022-09-04 星期日 ,27℃,24℃,多云,北风 2级
2022-09-05 星期一 ,27℃,21℃,多云,西风 2级
2022-09-06 星期二 ,31℃,20℃,多云,东南风 1级
2022-09-07 星期三 ,34℃,22℃,多云,东风 2级
2022-09-08 星期四 ,31℃,23℃,多云,东北风 2级
2022-09-09 星期五 ,29℃,21℃,雾,东风 2级
2022-09-10 星期六 ,29℃,22℃,多云,南风 2级
2022-09-11 星期日 ,30℃,23℃,多云,东风 1级
2022-09-12 星期一 ,27℃,22℃,多云,东北风 1级
2022-09-13 星期二 ,24℃,22℃,中雨,北风 1级
2022-09-14 星期三 ,25℃,23℃,中雨,西北风 4级
2022-09-15 星期四 ,29℃,21℃,多云,西北风 3级
2022-09-16 星期五 ,30℃,21℃,多云,东北风 2级
2022-09-17 星期六 ,31℃,22℃,晴,北风 1级
2022-09-18 星期日 ,30℃,22℃,多云,西北风 4级
2022-09-19 星期一 ,29℃,20℃,多云,西北风 2级
2022-09-20 星期二 ,27℃,20℃,多云,北风 3级
2022-09-21 星期三 ,24℃,19℃,多云,东风 1级
2022-09-22 星期四 ,28℃,20℃,多云,北风 2级
2022-09-23 星期五 ,27℃,18℃,多云,东北风 1级
2022-09-24 星期六 ,24℃,17℃,多云,东风 2级
2022-09-25 星期日 ,27℃,19℃,多云,东风 2级
2022-09-26 星期一 ,27℃,21℃,多云,东北风 1级
2022-09-27 星期二 ,26℃,23℃,小雨,西南风 1级
2022-09-28 星期三 ,27℃,22℃,多云,西南风 1级
2022-09-29 星期四 ,23℃,21℃,多云,东风 1级
2022-09-30 星期五 ,31℃,23℃,多云,南风 1级
